session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
5xn5ewu8,1,kgxk5c1j,0,,InitializeParticipant,1699954504,1,0,0
5xn5ewu8,2,a4khl9wj,0,,InitializeParticipant,1699954523,1,0,0
5xn5ewu8,1,kgxk5c1j,1,survey,Landing,1699954526,1,0,0
5xn5ewu8,1,kgxk5c1j,2,survey,SzenarioOne,1699954536,1,0,0
5xn5ewu8,1,kgxk5c1j,3,survey,SzenarioOneOutcome,1699954552,1,0,0
5xn5ewu8,1,kgxk5c1j,4,survey,SzenarioTwo,1699954558,1,0,0
5xn5ewu8,1,kgxk5c1j,5,survey,SzenarioTwoOutcome,1699954572,1,0,0
5xn5ewu8,1,kgxk5c1j,6,survey,SzenarioThree,1699954580,1,0,0
5xn5ewu8,1,kgxk5c1j,7,survey,SzenarioThreeOutcome,1699954595,1,0,0
5xn5ewu8,1,kgxk5c1j,8,survey,SzenarioFour,1699954600,1,0,0
5xn5ewu8,1,kgxk5c1j,9,survey,SzenarioFourOutcome,1699954611,1,0,0
5xn5ewu8,1,kgxk5c1j,11,survey,Experience,1699954630,1,0,0
5xn5ewu8,1,kgxk5c1j,12,survey,Feedback,1699954637,1,0,0
5xn5ewu8,2,a4khl9wj,1,survey,Landing,1699954641,1,0,0
5xn5ewu8,2,a4khl9wj,2,survey,SzenarioOne,1699954644,1,0,0
5xn5ewu8,2,a4khl9wj,3,survey,SzenarioOneOutcome,1699954653,1,0,0
5xn5ewu8,2,a4khl9wj,4,survey,SzenarioTwo,1699954657,1,0,0
5xn5ewu8,2,a4khl9wj,5,survey,SzenarioTwoOutcome,1699954667,1,0,0
5xn5ewu8,2,a4khl9wj,6,survey,SzenarioThree,1699954671,1,0,0
5xn5ewu8,2,a4khl9wj,7,survey,SzenarioThreeOutcome,1699954682,1,0,0
5xn5ewu8,2,a4khl9wj,8,survey,SzenarioFour,1699954708,1,0,0
5xn5ewu8,2,a4khl9wj,9,survey,SzenarioFourOutcome,1699954719,1,0,0
5xn5ewu8,3,jymclkqs,0,,InitializeParticipant,1699954731,1,0,0
5xn5ewu8,4,40s6ksv8,0,,InitializeParticipant,1699954748,1,0,0
5xn5ewu8,4,40s6ksv8,1,survey,Landing,1699954750,1,0,0
5xn5ewu8,4,40s6ksv8,2,survey,SzenarioOne,1699954754,1,0,0
